建物種別,建物名,路線情報,駅名,賃料,管理費,月額
賃貸マンション,IS銀座レジデンス,ＪＲ山手線/新橋駅 歩5分,新橋,25.5,1.5,27.0
賃貸マンション,日暮里・舎人ライナー 足立小台駅 11階建 新築,日暮里・舎人ライナー/足立小台駅 歩12分,足立小台,17.8,1.2,19.0
賃貸マンション,日暮里・舎人ライナー 足立小台駅 11階建 新築,日暮里・舎人ライナー/足立小台駅 歩12分,足立小台,18.2,1.2,19.4
賃貸マンション,日暮里・舎人ライナー 足立小台駅 11階建 新築,日暮里・舎人ライナー/足立小台駅 歩12分,足立小台,18.5,1.2,19.7
賃貸マンション,Park Axis上野三丁目,ＪＲ山手線/御徒町駅 歩3分,御徒町,19.6,1.2,20.8
賃貸マンション,ＪＲ山手線 御徒町駅 地下1地上12階建 築10年,ＪＲ山手線/御徒町駅 歩3分,御徒町,22.4,1.5,23.9
賃貸マンション,都電荒川線 荒川遊園地前駅 6階建 築4年,都電荒川線/荒川遊園地前駅 歩2分,荒川遊園地前,16.3,1.5,17.8
賃貸マンション,ザ・パークハウス千代田淡路町,東京メトロ丸ノ内線/淡路町駅 歩1分,淡路町,32.8,0.0,32.8
賃貸マンション,コンフォリア西尾久,ＪＲ高崎線/尾久駅 歩14分,尾久,17.5,1.2,18.7
賃貸マンション,コンフォリア西尾久,ＪＲ高崎線/尾久駅 歩14分,尾久,18.2,1.2,19.4
賃貸マンション,コンフォリア西尾久,ＪＲ高崎線/尾久駅 歩14分,尾久,18.5,1.2,19.7
賃貸マンション,ロイジェント三ノ輪,東京メトロ日比谷線/三ノ輪駅 歩3分,三ノ輪,20.8,1.5,22.3
賃貸マンション,ロイジェント三ノ輪,東京メトロ日比谷線/三ノ輪駅 歩3分,三ノ輪,20.8,1.5,22.3
賃貸マンション,シティタワーズ東京ベイウエストタワー,新交通ゆりかもめ/有明駅 歩3分,有明,21.5,1.5,23.0
賃貸マンション,シティタワーズ東京ベイウエストタワー,新交通ゆりかもめ/有明駅 歩3分,有明,23.8,0.0,23.8
賃貸マンション,東京メトロ有楽町線 麹町駅 10階建 築6年,東京メトロ有楽町線/麹町駅 歩3分,麹町,29.0,0.0,29.0
賃貸マンション,東京メトロ有楽町線 麹町駅 10階建 築6年,東京メトロ有楽町線/麹町駅 歩3分,麹町,29.0,0.0,29.0
賃貸マンション,コンパル汐留,都営大江戸線/大門駅 歩5分,大門,21.5,1.2,22.7
賃貸アパート,パーチェ　ＭＴ,京成本線/新三河島駅 歩7分,新三河島,11.8,0.39,12.190000000000001
賃貸アパート,京成本線 新三河島駅 3階建 築2年,京成本線/新三河島駅 歩7分,新三河島,11.8,0.39,12.190000000000001
賃貸マンション,セレスティア,都営新宿線/小川町駅 歩2分,小川町,19.0,1.0,20.0
賃貸マンション,セレスティア,都営新宿線/小川町駅 歩2分,小川町,63.0,2.0,65.0
賃貸マンション,THE AXIS KOJIMACHI 　ジアクシス麹町,東京メトロ有楽町線/麹町駅 歩3分,麹町,29.0,0.0,29.0
賃貸マンション,THE AXIS KOJIMACHI 　ジアクシス麹町,東京メトロ有楽町線/麹町駅 歩3分,麹町,29.0,0.0,29.0
賃貸マンション,ザ・パークハビオ上野レジデンス,ＪＲ山手線/御徒町駅 歩2分,御徒町,22.4,1.5,23.9
賃貸マンション,CASA PIZZICATO,ＪＲ高崎線/尾久駅 歩7分,尾久,13.5,1.2,14.7
賃貸マンション,リビオレゾン内神田,東京メトロ千代田線/新御茶ノ水駅 歩4分,新御茶ノ水,17.0,0.0,17.0
賃貸マンション,東京メトロ千代田線 新御茶ノ水駅 13階建 築6年,東京メトロ千代田線/新御茶ノ水駅 歩4分,新御茶ノ水,17.0,0.0,17.0
賃貸マンション,東京メトロ丸ノ内線 御茶ノ水駅 14階建 築7年,東京メトロ丸ノ内線/御茶ノ水駅 歩15分,御茶ノ水,17.3,1.2,18.5
賃貸マンション,東京メトロ丸ノ内線 御茶ノ水駅 14階建 築7年,東京メトロ丸ノ内線/御茶ノ水駅 歩15分,御茶ノ水,20.1,1.2,21.3
賃貸マンション,東京メトロ丸ノ内線 御茶ノ水駅 14階建 築7年,東京メトロ丸ノ内線/御茶ノ水駅 歩15分,御茶ノ水,20.4,1.2,21.599999999999998
賃貸マンション,プレール・ドゥーク文京湯島,東京メトロ千代田線/湯島駅 歩1分,湯島,18.2,0.0,18.2
賃貸マンション,プレール・ドゥーク文京湯島,東京メトロ千代田線/湯島駅 歩1分,湯島,18.2,1.0,19.2
賃貸マンション,ＪＲ中央線 御茶ノ水駅 15階建 築4年,ＪＲ中央線/御茶ノ水駅 歩15分,御茶ノ水,14.9,1.0,15.9
賃貸マンション,ＪＲ中央線 御茶ノ水駅 15階建 築4年,ＪＲ中央線/御茶ノ水駅 歩15分,御茶ノ水,18.2,1.0,19.2
賃貸マンション,ＪＲ中央線 御茶ノ水駅 15階建 築4年,ＪＲ中央線/御茶ノ水駅 歩15分,御茶ノ水,18.2,1.0,19.2
賃貸マンション,ＪＲ山手線 大塚駅 8階建 築3年,ＪＲ山手線/大塚駅 歩4分,大塚,16.8,1.5,18.3
賃貸マンション,ＪＲ山手線 大塚駅 8階建 築3年,ＪＲ山手線/大塚駅 歩4分,大塚,17.0,1.5,18.5
賃貸マンション,レピュア西尾久レジデンス,ＪＲ高崎線/尾久駅 歩10分,尾久,16.3,1.5,17.8
賃貸マンション,パークアクシス上野三丁目,ＪＲ山手線/御徒町駅 歩3分,御徒町,19.6,1.2,20.8
賃貸マンション,パークアクシス上野三丁目,ＪＲ山手線/御徒町駅 歩3分,御徒町,20.3,1.2,21.5
賃貸マンション,ＪＲ山手線 秋葉原駅 14階建 築10年,ＪＲ山手線/秋葉原駅 歩10分,秋葉原,19.6,1.2,20.8
賃貸マンション,ＪＲ山手線 秋葉原駅 14階建 築10年,ＪＲ山手線/秋葉原駅 歩10分,秋葉原,20.3,1.2,21.5
賃貸マンション,ＪＲ山手線 秋葉原駅 14階建 築10年,ＪＲ山手線/秋葉原駅 歩10分,秋葉原,25.7,1.5,27.2
賃貸マンション,ＪＲ山手線 神田駅 14階建 築8年,ＪＲ山手線/神田駅 歩5分,神田,19.0,1.0,20.0
賃貸マンション,ＣＡＶＥ　ＹＵＳＨＩＭＡ(ケイブユシマ),東京メトロ千代田線/湯島駅 歩3分,湯島,19.6,1.2,20.8
賃貸マンション,ＣＡＶＥ　ＹＵＳＨＩＭＡ(ケイブユシマ),東京メトロ千代田線/湯島駅 歩3分,湯島,20.1,1.2,21.3
賃貸マンション,ラオモンターニュ,ＪＲ埼京線/板橋駅 歩5分,板橋,12.8,0.7,13.5
賃貸マンション,ラオモンターニュ,ＪＲ埼京線/板橋駅 歩5分,板橋,13.5,0.7,14.2
賃貸マンション,グランパセオ日本橋三越前,東京メトロ銀座線/三越前駅 歩6分,三越前,19.9,1.8,21.7
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,13.7,1.2,14.899999999999999
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,13.7,1.2,14.899999999999999
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,13.8,1.2,15.0
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,13.9,1.2,15.1
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,13.9,1.2,15.1
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,13.9,1.2,15.1
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.0,1.2,15.2
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.1,1.2,15.299999999999999
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.1,1.2,15.299999999999999
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.2,1.2,15.399999999999999
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.2,1.2,15.399999999999999
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.3,1.2,15.5
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.4,1.2,15.6
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.4,1.2,15.6
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.6,1.2,15.799999999999999
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.6,1.2,15.799999999999999
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.6,1.2,15.799999999999999
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.7,1.2,15.899999999999999
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.7,1.2,15.899999999999999
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.7,1.2,15.899999999999999
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.7,1.2,15.899999999999999
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.8,1.2,16.0
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,14.8,1.2,16.0
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.0,1.2,16.2
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.1,1.2,16.3
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.1,1.2,16.3
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.2,1.2,16.4
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.2,1.2,16.4
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.2,1.2,16.4
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.3,1.2,16.5
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.3,1.2,16.5
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.3,1.2,16.5
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.4,1.2,16.6
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.4,1.2,16.6
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.5,1.2,16.7
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.5,1.2,16.7
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.5,1.2,16.7
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.6,1.2,16.8
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.6,1.2,16.8
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.6,1.2,16.8
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.7,1.2,16.9
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,15.7,1.2,16.9
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,16.7,1.5,18.2
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,16.9,1.5,18.4
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,17.1,1.5,18.6
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,17.5,1.5,19.0
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,17.6,1.5,19.1
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,17.9,1.5,19.4
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,18.0,1.5,19.5
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,18.6,1.5,20.1
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,18.9,1.5,20.4
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,19.2,1.5,20.7
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,19.5,1.5,21.0
賃貸マンション,ロータス上野池之端,東京メトロ千代田線/湯島駅 歩2分,湯島,20.0,1.5,21.5
賃貸マンション,都営大江戸線 大門駅 14階建 築9年,都営大江戸線/大門駅 歩5分,大門,21.5,1.2,22.7
賃貸マンション,東京メトロ日比谷線 三ノ輪駅 13階建 築2年,東京メトロ日比谷線/三ノ輪駅 歩5分,三ノ輪,17.7,1.5,19.2
賃貸マンション,東京メトロ日比谷線 三ノ輪駅 13階建 築2年,東京メトロ日比谷線/三ノ輪駅 歩5分,三ノ輪,20.8,1.5,22.3
賃貸マンション,西日暮里フラッツ,ＪＲ山手線/西日暮里駅 歩6分,西日暮里,16.2,0.8,17.0
賃貸マンション,西日暮里フラッツ,ＪＲ山手線/西日暮里駅 歩6分,西日暮里,16.4,1.1,17.5
賃貸マンション,西日暮里フラッツ,ＪＲ山手線/西日暮里駅 歩6分,西日暮里,18.7,1.1,19.8
賃貸マンション,ＪＲ山手線 上野駅 15階建 築3年,ＪＲ山手線/上野駅 歩5分,上野,19.5,1.2,20.7
賃貸マンション,グランリビオ芝大門,都営大江戸線/大門駅 歩3分,大門,18.0,1.5,19.5
賃貸マンション,グランリビオ芝大門,都営大江戸線/大門駅 歩3分,大門,18.0,1.5,19.5
賃貸マンション,シティインデックス千代田岩本町,都営新宿線/岩本町駅 歩4分,岩本町,15.0,1.6,16.6
賃貸マンション,シティインデックス千代田岩本町,都営新宿線/岩本町駅 歩4分,岩本町,15.0,1.6,16.6
賃貸マンション,都営新宿線 岩本町駅 14階建 築10年,都営新宿線/岩本町駅 歩4分,岩本町,15.0,1.6,16.6
賃貸マンション,都営新宿線 岩本町駅 14階建 築10年,都営新宿線/岩本町駅 歩4分,岩本町,15.0,1.6,16.6
賃貸マンション,東京メトロ丸ノ内線 赤坂見附駅 地下1地上12階建 築6年,東京メトロ丸ノ内線/赤坂見附駅 歩7分,赤坂見附,19.8,1.5,21.3
賃貸マンション,東京メトロ丸ノ内線 淡路町駅 12階建 築10年,東京メトロ丸ノ内線/淡路町駅 歩4分,淡路町,18.0,0.0,18.0
賃貸マンション,GREEN PARK千代田司町,東京メトロ丸ノ内線/淡路町駅 歩3分,淡路町,18.0,0.0,18.0
賃貸マンション,東京メトロ千代田線 湯島駅 6階建 築8年,東京メトロ千代田線/湯島駅 歩2分,湯島,13.9,0.5,14.4
賃貸マンション,東京メトロ銀座線 神田駅 17階建 築8年,東京メトロ銀座線/神田駅 歩10分,神田,18.3,1.0,19.3
賃貸マンション,東京メトロ銀座線 神田駅 17階建 築8年,東京メトロ銀座線/神田駅 歩10分,神田,18.4,1.2,19.599999999999998
賃貸マンション,東京メトロ銀座線 神田駅 17階建 築8年,東京メトロ銀座線/神田駅 歩10分,神田,24.0,1.2,25.2
賃貸マンション,東京メトロ銀座線 神田駅 17階建 築8年,東京メトロ銀座線/神田駅 歩10分,神田,24.0,1.2,25.2
賃貸マンション,アンソレイユ代々木,東京メトロ副都心線/北参道駅 歩4分,北参道,20.0,1.0,21.0
賃貸マンション,パークリュクス日本橋大伝馬町,都営新宿線/馬喰横山駅 歩4分,馬喰横山,18.5,1.2,19.7
賃貸マンション,東京メトロ丸ノ内線 淡路町駅 14階建 築10年,東京メトロ丸ノ内線/淡路町駅 歩4分,淡路町,22.0,2.0,24.0
賃貸マンション,クレア学習院下,東京メトロ副都心線/雑司が谷駅 歩5分,雑司が谷,13.0,0.5,13.5
賃貸マンション,グランドコンシェルジュ新御徒町駅前(グランドコンシェルジュシンオカチ),都営大江戸線/新御徒町駅 歩1分,新御徒町,17.6,1.0,18.6
賃貸マンション,パークアクシス神田レジデンス,東京メトロ丸ノ内線/淡路町駅 歩4分,淡路町,21.1,1.2,22.3
賃貸マンション,パークアクシス神田レジデンス,東京メトロ丸ノ内線/淡路町駅 歩4分,淡路町,22.3,1.2,23.5
賃貸マンション,パークアクシス大塚サウスレジデンス,東京メトロ丸ノ内線/新大塚駅 歩5分,新大塚,16.0,1.8,17.8
賃貸マンション,パークアクシス大塚サウスレジデンス,東京メトロ丸ノ内線/新大塚駅 歩5分,新大塚,16.2,1.8,18.0
賃貸マンション,東京メトロ丸ノ内線 新大塚駅 10階建 築2年,東京メトロ丸ノ内線/新大塚駅 歩5分,新大塚,16.0,1.8,17.8
賃貸マンション,アーバンパーク代々木,ＪＲ山手線/代々木駅 歩5分,代々木,19.8,1.0,20.8
賃貸マンション,新交通ゆりかもめ 新橋駅 12階建 築5年,新交通ゆりかもめ/新橋駅 歩6分,新橋,25.5,1.5,27.0
賃貸マンション,新交通ゆりかもめ 新橋駅 12階建 築5年,新交通ゆりかもめ/新橋駅 歩6分,新橋,25.5,2.0,27.5
賃貸マンション,ＪＲ埼京線 板橋駅 10階建 築10年,ＪＲ埼京線/板橋駅 歩5分,板橋,12.8,0.7,13.5
賃貸マンション,ＪＲ埼京線 板橋駅 10階建 築10年,ＪＲ埼京線/板橋駅 歩5分,板橋,12.8,0.7,13.5
賃貸マンション,シーズンフラッツ上野御徒町,東京メトロ日比谷線/仲御徒町駅 歩4分,仲御徒町,19.5,1.2,20.7
賃貸マンション,カサ・ベラルーチェ御茶ノ水,東京メトロ千代田線/湯島駅 歩5分,湯島,14.4,0.6,15.0
賃貸マンション,ウェルスクエアイズム下北沢ＥＡＳＴ,小田急線/東北沢駅 歩4分,東北沢,15.5,1.0,16.5
賃貸マンション,Brillia ist 千駄ヶ谷　ブリリアイスト千駄ヶ谷,都営大江戸線/国立競技場駅 歩2分,国立競技場,21.0,1.5,22.5
賃貸マンション,Brillia ist 千駄ヶ谷　ブリリアイスト千駄ヶ谷,都営大江戸線/国立競技場駅 歩2分,国立競技場,23.8,1.5,25.3
賃貸マンション,Brillia ist 千駄ヶ谷　ブリリアイスト千駄ヶ谷,都営大江戸線/国立競技場駅 歩2分,国立競技場,24.5,1.5,26.0
賃貸マンション,Brillia ist 千駄ヶ谷　ブリリアイスト千駄ヶ谷,都営大江戸線/国立競技場駅 歩2分,国立競技場,25.5,1.5,27.0
賃貸マンション,Brillia ist 千駄ヶ谷　ブリリアイスト千駄ヶ谷,都営大江戸線/国立競技場駅 歩2分,国立競技場,25.8,1.5,27.3
賃貸マンション,Brillia ist 千駄ヶ谷　ブリリアイスト千駄ヶ谷,都営大江戸線/国立競技場駅 歩2分,国立競技場,29.2,1.5,30.7
賃貸マンション,ＪＲ山手線 上野駅 7階建 築9年,ＪＲ山手線/上野駅 歩5分,上野,15.8,1.0,16.8
賃貸マンション,PEAKS神田,ＪＲ総武線快速/新日本橋駅 歩4分,新日本橋,19.0,1.0,20.0
賃貸マンション,小田急線 東北沢駅 4階建 築3年,小田急線/東北沢駅 歩4分,東北沢,15.5,1.0,16.5
賃貸マンション,小田急線 東北沢駅 4階建 築3年,小田急線/東北沢駅 歩4分,東北沢,15.5,1.5,17.0
賃貸マンション,カメリアコート新宿,ＪＲ山手線/新宿駅 歩10分,新宿,17.0,1.0,18.0
賃貸マンション,ＪＲ山手線 新宿駅 13階建 築10年,ＪＲ山手線/新宿駅 歩10分,新宿,17.0,1.0,18.0
賃貸マンション,ＪＲ山手線 神田駅 6階建 新築,ＪＲ山手線/神田駅 歩3分,神田,17.4,1.8,19.2
賃貸マンション,ＪＲ山手線 神田駅 6階建 新築,ＪＲ山手線/神田駅 歩3分,神田,17.7,1.8,19.5
賃貸マンション,ＪＲ山手線 神田駅 6階建 新築,ＪＲ山手線/神田駅 歩3分,神田,17.9,1.8,19.7
賃貸マンション,ＪＲ山手線 神田駅 6階建 新築,ＪＲ山手線/神田駅 歩3分,神田,19.4,1.8,21.2
賃貸マンション,ＪＲ山手線 神田駅 6階建 新築,ＪＲ山手線/神田駅 歩3分,神田,19.7,1.8,21.5
賃貸マンション,Chataigne　Foret　Otemachi,ＪＲ山手線/神田駅 歩3分,神田,17.4,1.8,19.2
賃貸マンション,Chataigne　Foret　Otemachi,ＪＲ山手線/神田駅 歩3分,神田,17.7,1.8,19.5
賃貸マンション,Chataigne　Foret　Otemachi,ＪＲ山手線/神田駅 歩3分,神田,18.0,1.8,19.8
賃貸マンション,Chataigne　Foret　Otemachi,ＪＲ山手線/神田駅 歩3分,神田,19.4,1.8,21.2
賃貸マンション,Chataigne　Foret　Otemachi,ＪＲ山手線/神田駅 歩3分,神田,19.4,1.8,21.2
賃貸マンション,Chataigne　Foret　Otemachi,ＪＲ山手線/神田駅 歩3分,神田,19.7,1.8,21.5
賃貸マンション,東京メトロ丸ノ内線 淡路町駅 12階建 築1年,東京メトロ丸ノ内線/淡路町駅 歩4分,淡路町,21.1,1.2,22.3
賃貸マンション,東京メトロ丸ノ内線 淡路町駅 12階建 築1年,東京メトロ丸ノ内線/淡路町駅 歩4分,淡路町,22.3,1.2,23.5
賃貸マンション,東京メトロ日比谷線 仲御徒町駅 10階建 築9年,東京メトロ日比谷線/仲御徒町駅 歩3分,仲御徒町,18.9,1.5,20.4
賃貸マンション,東京メトロ日比谷線 仲御徒町駅 10階建 築9年,東京メトロ日比谷線/仲御徒町駅 歩3分,仲御徒町,19.3,1.5,20.8
賃貸マンション,ザ・パークワンズ神田,ＪＲ総武線快速/新日本橋駅 歩4分,新日本橋,23.0,1.5,24.5
賃貸マンション,ドムス・スタイル銀座東,東京メトロ日比谷線/築地駅 歩5分,築地,19.0,1.0,20.0
賃貸マンション,ドムス・スタイル銀座東,東京メトロ日比谷線/築地駅 歩5分,築地,19.5,1.0,20.5
賃貸マンション,パークアクシス御茶ノ水,ＪＲ中央線/御茶ノ水駅 歩8分,御茶ノ水,18.0,1.0,19.0
賃貸マンション,パークアクシス御茶ノ水,ＪＲ中央線/御茶ノ水駅 歩8分,御茶ノ水,18.3,1.0,19.3
賃貸マンション,パークアクシス御茶ノ水,ＪＲ中央線/御茶ノ水駅 歩8分,御茶ノ水,20.0,1.0,21.0
賃貸マンション,パークアクシス御茶ノ水,ＪＲ中央線/御茶ノ水駅 歩8分,御茶ノ水,22.3,1.5,23.8
賃貸マンション,パークアクシス御茶ノ水,ＪＲ中央線/御茶ノ水駅 歩8分,御茶ノ水,24.0,1.2,25.2
賃貸マンション,ＢＰＲレジデンス神田富山町,ＪＲ山手線/神田駅 歩4分,神田,26.0,1.2,27.2
賃貸マンション,ＢＰＲレジデンス神田富山町,ＪＲ山手線/神田駅 歩4分,神田,26.0,1.2,27.2
賃貸マンション,ブリリアタワー浜離宮,ＪＲ山手線/浜松町駅 歩5分,浜松町,28.0,0.0,28.0
賃貸マンション,ブリリアタワー浜離宮,ＪＲ山手線/浜松町駅 歩5分,浜松町,30.0,1.5,31.5
賃貸マンション,ブリリアタワー浜離宮,ＪＲ山手線/浜松町駅 歩5分,浜松町,30.0,1.5,31.5
賃貸マンション,ブリリアタワー浜離宮,ＪＲ山手線/浜松町駅 歩5分,浜松町,30.0,1.5,31.5
賃貸マンション,ＪＲ山手線 神田駅 9階建 築7年,ＪＲ山手線/神田駅 歩3分,神田,26.0,1.2,27.2
賃貸マンション,ヴァンヴェール日本橋,東京メトロ日比谷線/小伝馬町駅 歩3分,小伝馬町,17.7,0.8,18.5
賃貸マンション,ヴァンヴェール日本橋,東京メトロ日比谷線/小伝馬町駅 歩3分,小伝馬町,19.7,0.8,20.5
賃貸マンション,ブリックコート神田錦町,都営三田線/神保町駅 歩3分,神保町,22.0,0.0,22.0
賃貸マンション,ブリックコート神田錦町,都営三田線/神保町駅 歩3分,神保町,22.5,0.0,22.5
賃貸マンション,ザ・レジデンス三ノ輪,東京メトロ日比谷線/三ノ輪駅 歩6分,三ノ輪,19.3,1.0,20.3
賃貸マンション,東京メトロ丸ノ内線 淡路町駅 9階建 築3年,東京メトロ丸ノ内線/淡路町駅 歩2分,淡路町,63.0,2.0,65.0
賃貸マンション,ＪＲ中央線 水道橋駅 21階建 築4年,ＪＲ中央線/水道橋駅 歩7分,水道橋,22.8,0.0,22.8
賃貸マンション,ＪＲ中央線 水道橋駅 21階建 築4年,ＪＲ中央線/水道橋駅 歩7分,水道橋,22.8,1.5,24.3
賃貸マンション,ＪＲ中央線 水道橋駅 21階建 築4年,ＪＲ中央線/水道橋駅 歩7分,水道橋,22.8,1.5,24.3
賃貸マンション,ＳＯＬＡＳＩＡ　ｒｅｓｉｄｅｎｃｅ　京橋,都営浅草線/宝町駅 歩3分,宝町,20.0,1.0,21.0
賃貸マンション,ＳＯＬＡＳＩＡ　ｒｅｓｉｄｅｎｃｅ　京橋,都営浅草線/宝町駅 歩3分,宝町,20.0,1.5,21.5
賃貸マンション,都営浅草線 宝町駅 10階建 築6年,都営浅草線/宝町駅 歩3分,宝町,20.0,1.5,21.5
賃貸マンション,ライオンズフォーシア神田須田町,ＪＲ山手線/秋葉原駅 歩5分,秋葉原,20.7,1.8,22.5
賃貸マンション,ライオンズフォーシア神田須田町,ＪＲ山手線/秋葉原駅 歩5分,秋葉原,21.2,1.8,23.0
賃貸マンション,ライオンズフォーシア神田須田町,ＪＲ山手線/秋葉原駅 歩5分,秋葉原,23.5,1.8,25.3
賃貸マンション,リビオメゾン御茶ノ水イースト,ＪＲ中央線/御茶ノ水駅 歩5分,御茶ノ水,15.2,1.0,16.2
賃貸マンション,リビオメゾン御茶ノ水イースト,ＪＲ中央線/御茶ノ水駅 歩5分,御茶ノ水,15.3,1.0,16.3
賃貸マンション,リビオメゾン御茶ノ水イースト,ＪＲ中央線/御茶ノ水駅 歩5分,御茶ノ水,15.6,1.0,16.6
賃貸マンション,リビオメゾン御茶ノ水イースト,ＪＲ中央線/御茶ノ水駅 歩5分,御茶ノ水,15.7,1.0,16.7
賃貸マンション,リビオメゾン御茶ノ水イースト,ＪＲ中央線/御茶ノ水駅 歩5分,御茶ノ水,15.7,1.0,16.7
賃貸マンション,リビオメゾン御茶ノ水イースト,ＪＲ中央線/御茶ノ水駅 歩5分,御茶ノ水,15.8,1.0,16.8
賃貸マンション,リビオメゾン御茶ノ水イースト,ＪＲ中央線/御茶ノ水駅 歩5分,御茶ノ水,16.0,1.0,17.0
賃貸マンション,リビオメゾン御茶ノ水イースト,ＪＲ中央線/御茶ノ水駅 歩5分,御茶ノ水,16.1,1.0,17.1
賃貸マンション,リビオメゾン御茶ノ水イースト,ＪＲ中央線/御茶ノ水駅 歩5分,御茶ノ水,16.2,1.0,17.2
賃貸マンション,リビオメゾン御茶ノ水イースト,ＪＲ中央線/御茶ノ水駅 歩5分,御茶ノ水,16.3,1.0,17.3
賃貸マンション,リビオメゾン御茶ノ水イースト,ＪＲ中央線/御茶ノ水駅 歩5分,御茶ノ水,16.4,1.0,17.4
賃貸マンション,リビオメゾン御茶ノ水イースト,ＪＲ中央線/御茶ノ水駅 歩5分,御茶ノ水,16.5,1.0,17.5
賃貸マンション,東京メトロ副都心線 北参道駅 6階建 築8年,東京メトロ副都心線/北参道駅 歩4分,北参道,20.0,1.0,21.0
